snapshot_date,account_id,instrument_id,ticker,isin,instrument_type,market_code,position_currency,quantity,price_local,fx_to_eur,market_value_eur,custodian
2025-09-30,ACCT00119,INS004,NESN,CH0038863350,Equity,XSWX,CHF,2037,81.4598,0.9482,157338.29,SIX SIS
2025-09-30,ACCT00119,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,147,110.6486,0.9482,15422.8,SIX SIS
2025-09-30,ACCT00119,INS008,SAP,DE0007164600,Equity,XETR,EUR,249,210.0791,1.0,52309.7,SIX SIS
2025-09-30,ACCT00119,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1756,129.9521,1.0,228195.89,SIX SIS
2025-09-30,ACCT00120,INS001,AAPL,US0378331005,Equity,XNAS,USD,146,246.2,0.8913,32037.96,J.P. Morgan Custody
2025-09-30,ACCT00120,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,4502,4.3695,0.8913,17533.04,J.P. Morgan Custody
2025-09-30,ACCT00120,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,156,604.4379,1.0,94292.31,J.P. Morgan Custody
2025-09-30,ACCT00120,INS006,RO,CH0012032113,Equity,XSWX,CHF,125,316.1712,0.9482,37474.19,J.P. Morgan Custody
2025-09-30,ACCT00120,INS007,TTE,FR0000120271,Equity,XPAR,EUR,72,75.741,1.0,5453.35,J.P. Morgan Custody
2025-09-30,ACCT00120,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1330,129.9521,1.0,172836.29,J.P. Morgan Custody
2025-09-30,ACCT00121,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,10098,4.3695,0.8913,39326.66,BNP Paribas Securities Services
2025-09-30,ACCT00121,INS003,ASML,NL0010273215,Equity,XAMS,EUR,5,997.3524,1.0,4986.76,BNP Paribas Securities Services
2025-09-30,ACCT00121,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,51,604.4379,1.0,30826.33,BNP Paribas Securities Services
2025-09-30,ACCT00121,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,2396,31.3116,0.9482,71136.52,BNP Paribas Securities Services
2025-09-30,ACCT00121,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,514,129.9521,1.0,66795.38,BNP Paribas Securities Services
2025-09-30,ACCT00122,INS003,ASML,NL0010273215,Equity,XAMS,EUR,57,997.3524,1.0,56849.09,SIX SIS
2025-09-30,ACCT00122,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,368,604.4379,1.0,222433.15,SIX SIS
2025-09-30,ACCT00122,INS007,TTE,FR0000120271,Equity,XPAR,EUR,445,75.741,1.0,33704.75,SIX SIS
2025-09-30,ACCT00122,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,672,31.3116,0.9482,19951.48,SIX SIS
2025-09-30,ACCT00123,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,474,604.4379,1.0,286503.56,BNP Paribas Securities Services
2025-09-30,ACCT00123,INS002,MSFT,US5949181045,Equity,XNAS,USD,507,386.0462,0.8913,174450.08,BNP Paribas Securities Services
2025-09-30,ACCT00123,INS006,RO,CH0012032113,Equity,XSWX,CHF,88,316.1712,0.9482,26381.83,BNP Paribas Securities Services
2025-09-30,ACCT00123,INS008,SAP,DE0007164600,Equity,XETR,EUR,382,210.0791,1.0,80250.22,BNP Paribas Securities Services
2025-09-30,ACCT00123,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,1057,31.3116,0.9482,31382.01,BNP Paribas Securities Services
2025-09-30,ACCT00123,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1857,129.9521,1.0,241321.05,BNP Paribas Securities Services
2025-09-30,ACCT00124,INS001,AAPL,US0378331005,Equity,XNAS,USD,516,246.2,0.8913,113230.06,J.P. Morgan Custody
2025-09-30,ACCT00124,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,4769,4.3695,0.8913,18572.87,J.P. Morgan Custody
2025-09-30,ACCT00124,INS003,ASML,NL0010273215,Equity,XAMS,EUR,10,997.3524,1.0,9973.52,J.P. Morgan Custody
2025-09-30,ACCT00124,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,91,604.4379,1.0,55003.85,J.P. Morgan Custody
2025-09-30,ACCT00124,INS002,MSFT,US5949181045,Equity,XNAS,USD,122,386.0462,0.8913,41978.13,J.P. Morgan Custody
2025-09-30,ACCT00124,INS008,SAP,DE0007164600,Equity,XETR,EUR,118,210.0791,1.0,24789.33,J.P. Morgan Custody
2025-09-30,ACCT00124,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,2535,31.3116,0.9482,75263.39,J.P. Morgan Custody
2025-09-30,ACCT00124,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,538,129.9521,1.0,69914.23,J.P. Morgan Custody
2025-09-30,ACCT00125,INS001,AAPL,US0378331005,Equity,XNAS,USD,154,246.2,0.8913,33793.47,Clearstream
2025-09-30,ACCT00125,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,99,604.4379,1.0,59839.35,Clearstream
2025-09-30,ACCT00125,INS002,MSFT,US5949181045,Equity,XNAS,USD,78,386.0462,0.8913,26838.47,Clearstream
2025-09-30,ACCT00125,INS006,RO,CH0012032113,Equity,XSWX,CHF,272,316.1712,0.9482,81543.83,Clearstream
2025-09-30,ACCT00125,INS007,TTE,FR0000120271,Equity,XPAR,EUR,304,75.741,1.0,23025.26,Clearstream
2025-09-30,ACCT00125,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,1199,31.3116,0.9482,35597.95,Clearstream
2025-09-30,ACCT00125,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,432,129.9521,1.0,56139.31,Clearstream
2025-09-30,ACCT00126,INS001,AAPL,US0378331005,Equity,XNAS,USD,438,246.2,0.8913,96113.89,SIX SIS
2025-09-30,ACCT00126,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,590,604.4379,1.0,356618.36,SIX SIS
2025-09-30,ACCT00126,INS006,RO,CH0012032113,Equity,XSWX,CHF,420,316.1712,0.9482,125913.27,SIX SIS
2025-09-30,ACCT00126,INS008,SAP,DE0007164600,Equity,XETR,EUR,1139,210.0791,1.0,239280.09,SIX SIS
2025-09-30,ACCT00126,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,216,31.3116,0.9482,6412.98,SIX SIS
2025-09-30,ACCT00126,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,7881,129.9521,1.0,1024152.5,SIX SIS
2025-09-30,ACCT00127,INS001,AAPL,US0378331005,Equity,XNAS,USD,932,246.2,0.8913,204516.31,SIX SIS
2025-09-30,ACCT00127,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,669,604.4379,1.0,404368.96,SIX SIS
2025-09-30,ACCT00127,INS002,MSFT,US5949181045,Equity,XNAS,USD,494,386.0462,0.8913,169977.0,SIX SIS
2025-09-30,ACCT00127,INS004,NESN,CH0038863350,Equity,XSWX,CHF,1501,81.4598,0.9482,115937.54,SIX SIS
2025-09-30,ACCT00127,INS006,RO,CH0012032113,Equity,XSWX,CHF,409,316.1712,0.9482,122615.54,SIX SIS
2025-09-30,ACCT00127,INS008,SAP,DE0007164600,Equity,XETR,EUR,960,210.0791,1.0,201675.94,SIX SIS
2025-09-30,ACCT00127,INS007,TTE,FR0000120271,Equity,XPAR,EUR,4322,75.741,1.0,327352.6,SIX SIS
2025-09-30,ACCT00127,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,12497,129.9521,1.0,1624011.39,SIX SIS
2025-09-30,ACCT00128,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,1074304,4.3695,0.8913,4183876.93,J.P. Morgan Custody
2025-09-30,ACCT00128,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,5602,604.4379,1.0,3386061.12,J.P. Morgan Custody
2025-09-30,ACCT00128,INS006,RO,CH0012032113,Equity,XSWX,CHF,599,316.1712,0.9482,179576.31,J.P. Morgan Custody
2025-09-30,ACCT00128,INS008,SAP,DE0007164600,Equity,XETR,EUR,1999,210.0791,1.0,419948.12,J.P. Morgan Custody
2025-09-30,ACCT00128,INS007,TTE,FR0000120271,Equity,XPAR,EUR,12926,75.741,1.0,979028.17,J.P. Morgan Custody
2025-09-30,ACCT00128,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,5764,31.3116,0.9482,171131.43,J.P. Morgan Custody
2025-09-30,ACCT00128,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,9080,129.9521,1.0,1179965.07,J.P. Morgan Custody
2025-09-30,ACCT00129,INS001,AAPL,US0378331005,Equity,XNAS,USD,236,246.2,0.8913,51787.39,J.P. Morgan Custody
2025-09-30,ACCT00129,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,3656,4.3695,0.8913,14238.29,J.P. Morgan Custody
2025-09-30,ACCT00129,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,46,604.4379,1.0,27804.14,J.P. Morgan Custody
2025-09-30,ACCT00129,INS004,NESN,CH0038863350,Equity,XSWX,CHF,129,81.4598,0.9482,9963.99,J.P. Morgan Custody
2025-09-30,ACCT00129,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,397,110.6486,0.9482,41652.05,J.P. Morgan Custody
2025-09-30,ACCT00129,INS006,RO,CH0012032113,Equity,XSWX,CHF,63,316.1712,0.9482,18886.99,J.P. Morgan Custody
2025-09-30,ACCT00129,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,658,129.9521,1.0,85508.48,J.P. Morgan Custody
2025-09-30,ACCT00130,INS001,AAPL,US0378331005,Equity,XNAS,USD,2297,246.2,0.8913,504049.32,Clearstream
2025-09-30,ACCT00130,INS003,ASML,NL0010273215,Equity,XAMS,EUR,71,997.3524,1.0,70812.02,Clearstream
2025-09-30,ACCT00130,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,779,604.4379,1.0,470857.12,Clearstream
2025-09-30,ACCT00130,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,942,110.6486,0.9482,98831.81,Clearstream
2025-09-30,ACCT00130,INS008,SAP,DE0007164600,Equity,XETR,EUR,1036,210.0791,1.0,217641.95,Clearstream
2025-09-30,ACCT00130,INS007,TTE,FR0000120271,Equity,XPAR,EUR,3476,75.741,1.0,263275.72,Clearstream
2025-09-30,ACCT00130,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,5113,31.3116,0.9482,151803.44,Clearstream
2025-09-30,ACCT00130,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,2416,129.9521,1.0,313964.27,Clearstream
2025-09-30,ACCT00131,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,13964,4.3695,0.8913,54382.8,BNP Paribas Securities Services
2025-09-30,ACCT00131,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,233,604.4379,1.0,140834.03,BNP Paribas Securities Services
2025-09-30,ACCT00131,INS002,MSFT,US5949181045,Equity,XNAS,USD,75,386.0462,0.8913,25806.23,BNP Paribas Securities Services
2025-09-30,ACCT00131,INS008,SAP,DE0007164600,Equity,XETR,EUR,21,210.0791,1.0,4411.66,BNP Paribas Securities Services
2025-09-30,ACCT00131,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1965,129.9521,1.0,255355.88,BNP Paribas Securities Services
2025-09-30,ACCT00132,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,79117,4.3695,0.8913,308121.16,Euroclear
2025-09-30,ACCT00132,INS003,ASML,NL0010273215,Equity,XAMS,EUR,11,997.3524,1.0,10970.88,Euroclear
2025-09-30,ACCT00132,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,785,604.4379,1.0,474483.75,Euroclear
2025-09-30,ACCT00132,INS004,NESN,CH0038863350,Equity,XSWX,CHF,3365,81.4598,0.9482,259913.27,Euroclear
2025-09-30,ACCT00132,INS008,SAP,DE0007164600,Equity,XETR,EUR,883,210.0791,1.0,185499.85,Euroclear
2025-09-30,ACCT00132,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,8086,31.3116,0.9482,240070.91,Euroclear
2025-09-30,ACCT00132,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,3157,129.9521,1.0,410258.78,Euroclear
2025-09-30,ACCT00133,INS001,AAPL,US0378331005,Equity,XNAS,USD,212,246.2,0.8913,46520.88,SIX SIS
2025-09-30,ACCT00133,INS002,MSFT,US5949181045,Equity,XNAS,USD,212,386.0462,0.8913,72945.6,SIX SIS
2025-09-30,ACCT00133,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,225,110.6486,0.9482,23606.33,SIX SIS
2025-09-30,ACCT00133,INS006,RO,CH0012032113,Equity,XSWX,CHF,52,316.1712,0.9482,15589.26,SIX SIS
2025-09-30,ACCT00133,INS008,SAP,DE0007164600,Equity,XETR,EUR,77,210.0791,1.0,16176.09,SIX SIS
2025-09-30,ACCT00133,INS007,TTE,FR0000120271,Equity,XPAR,EUR,563,75.741,1.0,42642.18,SIX SIS
2025-09-30,ACCT00133,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,945,31.3116,0.9482,28056.77,SIX SIS
2025-09-30,ACCT00133,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1973,129.9521,1.0,256395.49,SIX SIS
2025-09-30,ACCT00134,INS003,ASML,NL0010273215,Equity,XAMS,EUR,106,997.3524,1.0,105719.35,SIX SIS
2025-09-30,ACCT00134,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,222,604.4379,1.0,134185.21,SIX SIS
2025-09-30,ACCT00134,INS004,NESN,CH0038863350,Equity,XSWX,CHF,470,81.4598,0.9482,36302.89,SIX SIS
2025-09-30,ACCT00134,INS006,RO,CH0012032113,Equity,XSWX,CHF,424,316.1712,0.9482,127112.44,SIX SIS
2025-09-30,ACCT00134,INS008,SAP,DE0007164600,Equity,XETR,EUR,822,210.0791,1.0,172685.02,SIX SIS
2025-09-30,ACCT00134,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,719,31.3116,0.9482,21346.89,SIX SIS
2025-09-30,ACCT00134,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,3073,129.9521,1.0,399342.8,SIX SIS
2025-09-30,ACCT00135,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,11476,4.3695,0.8913,44693.28,J.P. Morgan Custody
2025-09-30,ACCT00135,INS004,NESN,CH0038863350,Equity,XSWX,CHF,515,81.4598,0.9482,39778.7,J.P. Morgan Custody
2025-09-30,ACCT00135,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,149,110.6486,0.9482,15632.63,J.P. Morgan Custody
2025-09-30,ACCT00135,INS008,SAP,DE0007164600,Equity,XETR,EUR,51,210.0791,1.0,10714.03,J.P. Morgan Custody
2025-09-30,ACCT00135,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,664,31.3116,0.9482,19713.96,J.P. Morgan Custody
2025-09-30,ACCT00135,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,327,129.9521,1.0,42494.34,J.P. Morgan Custody
2025-09-30,ACCT00136,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,395088,4.3695,0.8913,1538670.22,BNP Paribas Securities Services
2025-09-30,ACCT00136,INS004,NESN,CH0038863350,Equity,XSWX,CHF,3456,81.4598,0.9482,266942.13,BNP Paribas Securities Services
2025-09-30,ACCT00136,INS006,RO,CH0012032113,Equity,XSWX,CHF,1709,316.1712,0.9482,512347.09,BNP Paribas Securities Services
2025-09-30,ACCT00136,INS007,TTE,FR0000120271,Equity,XPAR,EUR,2547,75.741,1.0,192912.33,BNP Paribas Securities Services
2025-09-30,ACCT00136,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,7612,31.3116,0.9482,225998.0,BNP Paribas Securities Services
2025-09-30,ACCT00136,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,5749,129.9521,1.0,747094.62,BNP Paribas Securities Services
2025-09-30,ACCT00137,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,273751,4.3695,0.8913,1066123.27,SIX SIS
2025-09-30,ACCT00137,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,3833,110.6486,0.9482,402146.86,SIX SIS
2025-09-30,ACCT00137,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,6111,31.3116,0.9482,181433.76,SIX SIS
2025-09-30,ACCT00137,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,8185,129.9521,1.0,1063657.94,SIX SIS
2025-09-30,ACCT00138,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,89731,4.3695,0.8913,349457.38,Clearstream
2025-09-30,ACCT00138,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,847,604.4379,1.0,511958.9,Clearstream
2025-09-30,ACCT00138,INS002,MSFT,US5949181045,Equity,XNAS,USD,863,386.0462,0.8913,296943.63,Clearstream
2025-09-30,ACCT00138,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,2405,110.6486,0.9482,252325.39,Clearstream
2025-09-30,ACCT00138,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,8724,31.3116,0.9482,259012.94,Clearstream
2025-09-30,ACCT00138,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,4894,129.9521,1.0,635985.58,Clearstream
2025-09-30,ACCT00139,INS001,AAPL,US0378331005,Equity,XNAS,USD,958,246.2,0.8913,210221.7,SIX SIS
2025-09-30,ACCT00139,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,11420,4.3695,0.8913,44475.19,SIX SIS
2025-09-30,ACCT00139,INS002,MSFT,US5949181045,Equity,XNAS,USD,171,386.0462,0.8913,58838.19,SIX SIS
2025-09-30,ACCT00139,INS008,SAP,DE0007164600,Equity,XETR,EUR,487,210.0791,1.0,102308.52,SIX SIS
2025-09-30,ACCT00139,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,26679,31.3116,0.9482,792091.51,SIX SIS
2025-09-30,ACCT00140,INS001,AAPL,US0378331005,Equity,XNAS,USD,264,246.2,0.8913,57931.66,Euroclear
2025-09-30,ACCT00140,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,4349,4.3695,0.8913,16937.18,Euroclear
2025-09-30,ACCT00140,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,171,604.4379,1.0,103358.88,Euroclear
2025-09-30,ACCT00140,INS002,MSFT,US5949181045,Equity,XNAS,USD,63,386.0462,0.8913,21677.23,Euroclear
2025-09-30,ACCT00140,INS004,NESN,CH0038863350,Equity,XSWX,CHF,294,81.4598,0.9482,22708.62,Euroclear
2025-09-30,ACCT00140,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,165,110.6486,0.9482,17311.31,Euroclear
2025-09-30,ACCT00140,INS006,RO,CH0012032113,Equity,XSWX,CHF,82,316.1712,0.9482,24583.07,Euroclear
2025-09-30,ACCT00140,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,1013,129.9521,1.0,131641.48,Euroclear
2025-09-30,ACCT00141,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,31095,4.3695,0.8913,121099.48,Euroclear
2025-09-30,ACCT00141,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,85,604.4379,1.0,51377.22,Euroclear
2025-09-30,ACCT00141,INS004,NESN,CH0038863350,Equity,XSWX,CHF,277,81.4598,0.9482,21395.54,Euroclear
2025-09-30,ACCT00141,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,911,129.9521,1.0,118386.36,Euroclear
2025-09-30,ACCT00142,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,114345,4.3695,0.8913,445316.6,BNP Paribas Securities Services
2025-09-30,ACCT00142,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,329,604.4379,1.0,198860.07,BNP Paribas Securities Services
2025-09-30,ACCT00142,INS004,NESN,CH0038863350,Equity,XSWX,CHF,216,81.4598,0.9482,16683.88,BNP Paribas Securities Services
2025-09-30,ACCT00142,INS006,RO,CH0012032113,Equity,XSWX,CHF,271,316.1712,0.9482,81244.04,BNP Paribas Securities Services
2025-09-30,ACCT00142,INS008,SAP,DE0007164600,Equity,XETR,EUR,218,210.0791,1.0,45797.24,BNP Paribas Securities Services
2025-09-30,ACCT00142,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,12639,31.3116,0.9482,375248.12,BNP Paribas Securities Services
2025-09-30,ACCT00142,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,2444,129.9521,1.0,317602.93,BNP Paribas Securities Services
2025-09-30,ACCT00143,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,68,604.4379,1.0,41101.78,SIX SIS
2025-09-30,ACCT00143,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,411,110.6486,0.9482,43120.89,SIX SIS
2025-09-30,ACCT00143,INS006,RO,CH0012032113,Equity,XSWX,CHF,53,316.1712,0.9482,15889.06,SIX SIS
2025-09-30,ACCT00143,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,623,129.9521,1.0,80960.16,SIX SIS
2025-09-30,ACCT00144,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,427,604.4379,1.0,258094.98,SIX SIS
2025-09-30,ACCT00144,INS004,NESN,CH0038863350,Equity,XSWX,CHF,336,81.4598,0.9482,25952.71,SIX SIS
2025-09-30,ACCT00144,INS008,SAP,DE0007164600,Equity,XETR,EUR,87,210.0791,1.0,18276.88,SIX SIS
2025-09-30,ACCT00144,INS007,TTE,FR0000120271,Equity,XPAR,EUR,1378,75.741,1.0,104371.1,SIX SIS
2025-09-30,ACCT00144,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,2009,129.9521,1.0,261073.77,SIX SIS
2025-09-30,ACCT00145,INS001,AAPL,US0378331005,Equity,XNAS,USD,467,246.2,0.8913,102477.59,SIX SIS
2025-09-30,ACCT00145,INS003,ASML,NL0010273215,Equity,XAMS,EUR,15,997.3524,1.0,14960.29,SIX SIS
2025-09-30,ACCT00145,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,1164,604.4379,1.0,703565.72,SIX SIS
2025-09-30,ACCT00145,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,1170,110.6486,0.9482,122752.89,SIX SIS
2025-09-30,ACCT00145,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,2403,31.3116,0.9482,71344.35,SIX SIS
2025-09-30,ACCT00145,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,5695,129.9521,1.0,740077.21,SIX SIS
2025-09-30,ACCT00146,INS001,AAPL,US0378331005,Equity,XNAS,USD,108,246.2,0.8913,23699.31,Clearstream
2025-09-30,ACCT00146,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,20209,4.3695,0.8913,78703.95,Clearstream
2025-09-30,ACCT00146,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,176,604.4379,1.0,106381.07,Clearstream
2025-09-30,ACCT00146,INS008,SAP,DE0007164600,Equity,XETR,EUR,77,210.0791,1.0,16176.09,Clearstream
2025-09-30,ACCT00146,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,316,31.3116,0.9482,9381.95,Clearstream
2025-09-30,ACCT00146,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,555,129.9521,1.0,72123.42,Clearstream
2025-09-30,ACCT00147,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,18384,4.3695,0.8913,71596.49,Clearstream
2025-09-30,ACCT00147,INS003,ASML,NL0010273215,Equity,XAMS,EUR,10,997.3524,1.0,9973.52,Clearstream
2025-09-30,ACCT00147,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,363,604.4379,1.0,219410.96,Clearstream
2025-09-30,ACCT00147,INS004,NESN,CH0038863350,Equity,XSWX,CHF,656,81.4598,0.9482,50669.57,Clearstream
2025-09-30,ACCT00147,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,64,110.6486,0.9482,6714.69,Clearstream
2025-09-30,ACCT00147,INS007,TTE,FR0000120271,Equity,XPAR,EUR,303,75.741,1.0,22949.52,Clearstream
2025-09-30,ACCT00147,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,649,31.3116,0.9482,19268.62,Clearstream
2025-09-30,ACCT00147,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,712,129.9521,1.0,92525.9,Clearstream
2025-09-30,ACCT00148,INS012,AGGG,IE00B3F81409,ETF,XSWX,USD,101306,4.3695,0.8913,394536.22,J.P. Morgan Custody
2025-09-30,ACCT00148,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,227,604.4379,1.0,137207.4,J.P. Morgan Custody
2025-09-30,ACCT00148,INS004,NESN,CH0038863350,Equity,XSWX,CHF,2357,81.4598,0.9482,182055.15,J.P. Morgan Custody
2025-09-30,ACCT00148,INS008,SAP,DE0007164600,Equity,XETR,EUR,285,210.0791,1.0,59872.54,J.P. Morgan Custody
2025-09-30,ACCT00148,INS007,TTE,FR0000120271,Equity,XPAR,EUR,1142,75.741,1.0,86496.22,J.P. Morgan Custody
2025-09-30,ACCT00148,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,2277,129.9521,1.0,295900.93,J.P. Morgan Custody
2025-09-30,ACCT00149,INS001,AAPL,US0378331005,Equity,XNAS,USD,118,246.2,0.8913,25893.7,Clearstream
2025-09-30,ACCT00149,INS003,ASML,NL0010273215,Equity,XAMS,EUR,37,997.3524,1.0,36902.04,Clearstream
2025-09-30,ACCT00149,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,73,604.4379,1.0,44123.97,Clearstream
2025-09-30,ACCT00149,INS002,MSFT,US5949181045,Equity,XNAS,USD,172,386.0462,0.8913,59182.28,Clearstream
2025-09-30,ACCT00149,INS008,SAP,DE0007164600,Equity,XETR,EUR,126,210.0791,1.0,26469.97,Clearstream
2025-09-30,ACCT00149,INS007,TTE,FR0000120271,Equity,XPAR,EUR,808,75.741,1.0,61198.73,Clearstream
2025-09-30,ACCT00149,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,447,31.3116,0.9482,13271.3,Clearstream
2025-09-30,ACCT00149,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,840,129.9521,1.0,109159.76,Clearstream
2025-09-30,ACCT00150,INS003,ASML,NL0010273215,Equity,XAMS,EUR,96,997.3524,1.0,95745.83,J.P. Morgan Custody
2025-09-30,ACCT00150,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,885,604.4379,1.0,534927.54,J.P. Morgan Custody
2025-09-30,ACCT00150,INS002,MSFT,US5949181045,Equity,XNAS,USD,100,386.0462,0.8913,34408.3,J.P. Morgan Custody
2025-09-30,ACCT00150,INS004,NESN,CH0038863350,Equity,XSWX,CHF,692,81.4598,0.9482,53450.22,J.P. Morgan Custody
2025-09-30,ACCT00150,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,2181,110.6486,0.9482,228823.98,J.P. Morgan Custody
2025-09-30,ACCT00150,INS009,UBSG,CH0244767585,Equity,XSWX,CHF,1430,31.3116,0.9482,42456.27,J.P. Morgan Custody
2025-09-30,ACCT00150,INS011,VWCE,IE00BK5BQT80,ETF,XETR,EUR,5813,129.9521,1.0,755411.56,J.P. Morgan Custody
2025-09-30,ACCT00151,INS001,AAPL,US0378331005,Equity,XNAS,USD,443,246.2,0.8913,97211.08,BNP Paribas Securities Services
2025-09-30,ACCT00151,INS010,CSPX,IE00B5BMR087,ETF,XAMS,EUR,165,604.4379,1.0,99732.25,BNP Paribas Securities Services
2025-09-30,ACCT00151,INS005,NOVN,CH0012005267,Equity,XSWX,CHF,594,110.6486,0.9482,62320.7,BNP Paribas Securities Services
