invoice_id,invoice_period,account_id,market_code,custodian,invoice_currency,taxable_base_eur,withholding_tax_eur,custody_fee_eur,market_fee_eur,stamp_duty_eur,vat_eur,total_invoice_eur,invoice_status,paid_date,late_payment_flag
INV0002212,2026-02-28,ACCT00052,XAMS,J.P. Morgan Custody,EUR,165907.84,8.13,14.63,13.82,0.0,0.0,36.58,PAID,2026-03-11,0
INV0002213,2026-02-28,ACCT00052,XETR,J.P. Morgan Custody,EUR,237827.56,21.77,20.06,16.84,0.0,0.0,58.67,PAID,2026-03-15,0
INV0002214,2026-02-28,ACCT00052,XPAR,J.P. Morgan Custody,EUR,101597.52,11.72,10.87,16.37,0.0,0.0,38.96,PAID,2026-03-28,0
INV0002215,2026-02-28,ACCT00052,XSWX,J.P. Morgan Custody,EUR,105684.41,32.34,13.97,15.3,0.0,0.0,61.61,PAID,2026-03-20,0
INV0002216,2026-02-28,ACCT00053,XAMS,Euroclear,EUR,74871.53,3.63,6.38,6.5,0.0,2.58,19.09,PAID,2026-03-24,0
INV0002217,2026-02-28,ACCT00053,XETR,Euroclear,EUR,47757.02,4.12,3.71,3.37,0.0,1.42,12.62,PAID,2026-03-25,0
INV0002218,2026-02-28,ACCT00053,XSWX,Euroclear,EUR,252373.79,42.57,30.99,29.96,0.0,12.19,115.71,ISSUED,,0
INV0002219,2026-02-28,ACCT00054,XAMS,Euroclear,EUR,193067.08,9.97,17.22,17.56,0.0,6.96,51.71,PAID,2026-03-07,0
INV0002220,2026-02-28,ACCT00054,XETR,Euroclear,EUR,163072.18,15.59,12.11,11.33,0.0,4.69,43.72,PAID,2026-03-05,0
INV0002221,2026-02-28,ACCT00054,XSWX,Euroclear,EUR,152861.27,25.8,17.32,17.08,0.0,6.88,67.08,ISSUED,,0
INV0002222,2026-02-28,ACCT00055,XAMS,Clearstream,EUR,981762.31,47.74,85.56,87.27,0.0,34.57,255.14,ISSUED,,0
INV0002223,2026-02-28,ACCT00055,XETR,Clearstream,EUR,2410089.92,204.81,187.9,170.36,0.0,71.65,634.72,PAID,2026-03-07,0
INV0002224,2026-02-28,ACCT00055,XPAR,Clearstream,EUR,87451.4,8.78,8.11,13.19,0.0,4.26,34.34,PAID,2026-03-16,0
INV0002225,2026-02-28,ACCT00055,XSWX,Clearstream,EUR,1998285.71,542.56,233.36,276.03,0.0,101.88,1153.83,PAID,2026-03-09,0
INV0002226,2026-02-28,ACCT00056,XAMS,BNP Paribas Securities Services,EUR,819349.67,44.44,76.56,73.4,0.0,0.0,194.4,OVERDUE,,1
INV0002227,2026-02-28,ACCT00056,XETR,BNP Paribas Securities Services,EUR,412261.59,34.94,32.75,27.5,0.0,0.0,95.19,PAID,2026-03-07,0
INV0002228,2026-02-28,ACCT00056,XNAS,BNP Paribas Securities Services,EUR,585468.5,146.48,64.42,102.59,0.0,0.0,313.49,PAID,2026-03-15,0
INV0002229,2026-02-28,ACCT00056,XPAR,BNP Paribas Securities Services,EUR,82167.2,8.88,8.39,12.63,0.0,0.0,29.9,PAID,2026-03-19,0
INV0002230,2026-02-28,ACCT00056,XSWX,BNP Paribas Securities Services,EUR,520626.67,150.54,66.19,72.49,0.0,0.0,289.22,PAID,2026-03-27,0
INV0002231,2026-02-28,ACCT00057,XETR,BNP Paribas Securities Services,EUR,248189.93,19.44,18.16,16.47,0.0,6.93,61.0,PAID,2026-03-14,0
INV0002232,2026-02-28,ACCT00057,XNAS,BNP Paribas Securities Services,EUR,166523.71,37.7,16.53,28.43,0.0,8.99,91.65,PAID,2026-03-22,0
INV0002233,2026-02-28,ACCT00057,XSWX,BNP Paribas Securities Services,EUR,251925.61,68.46,31.79,36.69,4.09,13.7,154.73,PAID,2026-03-09,0
INV0002234,2026-02-28,ACCT00058,XAMS,BNP Paribas Securities Services,EUR,73614.05,3.74,6.41,6.61,0.0,2.6,19.36,PAID,2026-03-08,0
INV0002235,2026-02-28,ACCT00058,XETR,BNP Paribas Securities Services,EUR,654621.22,77.02,50.52,50.1,0.0,20.12,197.76,PAID,2026-03-24,0
INV0002236,2026-02-28,ACCT00058,XSWX,BNP Paribas Securities Services,EUR,1850199.72,237.06,226.12,203.62,0.0,85.95,752.75,PAID,2026-03-22,0
INV0002237,2026-02-28,ACCT00059,XAMS,BNP Paribas Securities Services,EUR,109890.45,5.31,9.18,9.4,0.0,3.72,27.61,PAID,2026-03-20,0
INV0002238,2026-02-28,ACCT00059,XETR,BNP Paribas Securities Services,EUR,80052.81,6.6,5.94,5.38,0.0,2.26,20.18,PAID,2026-03-13,0
INV0002239,2026-02-28,ACCT00059,XPAR,BNP Paribas Securities Services,EUR,12887.52,1.3,1.18,1.92,0.64,0.62,5.66,PAID,2026-03-12,0
INV0002240,2026-02-28,ACCT00059,XSWX,BNP Paribas Securities Services,EUR,354381.19,67.16,40.19,41.45,0.0,16.33,165.13,OVERDUE,,1
INV0002241,2026-02-28,ACCT00060,XPAR,SIX SIS,EUR,1158904.45,118.74,111.83,181.77,0.0,58.72,471.06,PAID,2026-03-09,0
INV0002242,2026-02-28,ACCT00060,XSWX,SIX SIS,EUR,7075383.91,835.45,812.26,731.34,104.43,308.72,2792.2,ISSUED,,0
INV0002243,2026-02-28,ACCT00061,XAMS,Euroclear,EUR,87028.47,4.69,7.22,7.61,0.0,2.97,22.49,PAID,2026-03-06,0
INV0002244,2026-02-28,ACCT00061,XETR,Euroclear,EUR,86358.66,8.25,6.75,6.26,0.0,2.6,23.86,PAID,2026-03-17,0
INV0002245,2026-02-28,ACCT00061,XPAR,Euroclear,EUR,9423.59,0.95,0.86,1.4,0.47,0.45,4.13,PAID,2026-03-20,0
INV0002246,2026-02-28,ACCT00061,XSWX,Euroclear,EUR,272931.24,44.92,34.19,32.61,0.0,13.36,125.08,PAID,2026-03-05,0
INV0002247,2026-02-28,ACCT00062,XAMS,Euroclear,EUR,1180074.49,58.6,105.49,99.63,0.0,0.0,263.72,PAID,2026-03-16,0
INV0002248,2026-02-28,ACCT00062,XETR,Euroclear,EUR,904197.21,81.85,74.84,62.94,0.0,0.0,219.63,ISSUED,,0
INV0002249,2026-02-28,ACCT00062,XNAS,Euroclear,EUR,358234.83,94.06,40.63,64.71,0.0,0.0,199.4,PAID,2026-03-10,0
INV0002250,2026-02-28,ACCT00062,XSWX,Euroclear,EUR,688822.88,191.65,87.48,93.58,0.0,0.0,372.71,PAID,2026-03-05,0
INV0002251,2026-02-28,ACCT00063,XAMS,Euroclear,EUR,289267.65,17.56,24.33,26.83,0.0,10.23,78.95,OVERDUE,,1
INV0002252,2026-02-28,ACCT00063,XETR,Euroclear,EUR,361424.0,34.4,28.74,26.92,0.0,11.13,101.19,ISSUED,,0
INV0002253,2026-02-28,ACCT00063,XNAS,Euroclear,EUR,238101.32,57.7,25.79,44.35,0.0,14.03,141.87,PAID,2026-03-15,0
INV0002254,2026-02-28,ACCT00063,XSWX,Euroclear,EUR,92548.69,24.96,11.16,13.2,0.0,4.87,54.19,OVERDUE,,1
INV0002255,2026-02-28,ACCT00064,XAMS,Clearstream,EUR,474980.34,22.92,40.28,41.09,0.0,16.27,120.56,ISSUED,,0
INV0002256,2026-02-28,ACCT00064,XETR,Clearstream,EUR,1070161.07,135.7,78.96,80.81,0.0,31.95,327.42,PAID,2026-03-09,0
INV0002257,2026-02-28,ACCT00064,XNAS,Clearstream,EUR,230476.74,53.42,22.55,38.78,0.0,12.27,127.02,PAID,2026-03-26,0
INV0002258,2026-02-28,ACCT00064,XPAR,Clearstream,EUR,131973.95,13.64,12.37,20.1,6.75,6.49,59.35,PAID,2026-03-09,0
INV0002259,2026-02-28,ACCT00064,XSWX,Clearstream,EUR,163388.44,25.64,19.01,18.27,0.0,7.46,70.38,PAID,2026-03-26,0
INV0002260,2026-02-28,ACCT00065,XAMS,SIX SIS,EUR,431584.86,33.83,37.14,42.99,0.0,16.03,129.99,PAID,2026-03-25,0
INV0002261,2026-02-28,ACCT00065,XNAS,SIX SIS,EUR,574745.65,138.37,57.36,98.65,0.0,31.2,325.58,PAID,2026-03-27,0
INV0002262,2026-02-28,ACCT00065,XPAR,SIX SIS,EUR,52825.81,5.77,5.14,8.35,0.0,2.7,21.96,PAID,2026-03-07,0
INV0002263,2026-02-28,ACCT00065,XSWX,SIX SIS,EUR,197204.32,57.76,23.95,28.32,0.0,10.45,120.48,PAID,2026-03-20,0
INV0002264,2026-02-28,ACCT00066,XAMS,J.P. Morgan Custody,EUR,130650.68,6.37,11.0,11.22,0.0,4.44,33.03,PAID,2026-03-23,0
INV0002265,2026-02-28,ACCT00066,XETR,J.P. Morgan Custody,EUR,254174.01,24.92,20.68,19.04,0.0,7.94,72.58,PAID,2026-03-10,0
INV0002266,2026-02-28,ACCT00066,XSWX,J.P. Morgan Custody,EUR,227613.06,31.28,26.57,24.43,0.0,10.2,92.48,PAID,2026-03-13,0
INV0002267,2026-02-28,ACCT00067,XAMS,BNP Paribas Securities Services,EUR,126475.58,5.71,10.42,10.62,0.0,4.21,30.96,PAID,2026-03-13,0
INV0002268,2026-02-28,ACCT00067,XETR,BNP Paribas Securities Services,EUR,117635.12,9.79,9.15,8.3,0.0,3.49,30.73,OVERDUE,,1
INV0002269,2026-02-28,ACCT00067,XNAS,BNP Paribas Securities Services,EUR,32688.1,7.69,3.37,5.8,0.0,1.83,18.69,ISSUED,,0
INV0002270,2026-02-28,ACCT00067,XSWX,BNP Paribas Securities Services,EUR,383191.08,64.67,44.1,44.06,5.67,17.63,176.13,PAID,2026-03-15,0
INV0002271,2026-02-28,ACCT00068,XAMS,Clearstream,EUR,102573.31,4.57,8.5,8.67,0.0,3.43,25.17,ISSUED,,0
INV0002272,2026-02-28,ACCT00068,XETR,Clearstream,EUR,148020.5,12.24,11.66,10.58,0.0,4.45,38.93,PAID,2026-03-12,0
INV0002273,2026-02-28,ACCT00068,XNAS,Clearstream,EUR,53271.42,12.47,5.57,9.59,0.0,3.03,30.66,PAID,2026-03-13,0
INV0002274,2026-02-28,ACCT00068,XSWX,Clearstream,EUR,76421.86,20.05,8.96,10.6,0.0,3.91,43.52,PAID,2026-03-18,0
INV0002275,2026-02-28,ACCT00069,XETR,BNP Paribas Securities Services,EUR,588135.74,49.91,44.92,40.73,0.0,17.13,152.69,PAID,2026-03-13,0
INV0002276,2026-02-28,ACCT00069,XSWX,BNP Paribas Securities Services,EUR,945857.32,278.69,117.66,139.18,0.0,51.37,586.9,PAID,2026-03-26,0
INV0002277,2026-02-28,ACCT00070,XAMS,Euroclear,EUR,318809.22,16.12,27.85,28.4,0.0,11.25,83.62,PAID,2026-03-07,0
INV0002278,2026-02-28,ACCT00070,XETR,Euroclear,EUR,622652.66,75.7,45.83,46.05,0.0,18.38,185.96,PAID,2026-03-06,0
INV0002279,2026-02-28,ACCT00070,XPAR,Euroclear,EUR,56030.91,5.79,5.16,8.38,0.0,2.71,22.04,PAID,2026-03-24,0
INV0002280,2026-02-28,ACCT00070,XSWX,Euroclear,EUR,463249.31,126.76,52.55,62.16,0.0,22.94,264.41,PAID,2026-03-23,0
INV0002281,2026-02-28,ACCT00071,XAMS,BNP Paribas Securities Services,EUR,166858.85,7.83,13.84,14.23,0.0,5.61,41.51,PAID,2026-03-17,0
INV0002282,2026-02-28,ACCT00071,XETR,BNP Paribas Securities Services,EUR,49413.73,3.87,3.62,3.28,0.0,1.38,12.15,PAID,2026-03-20,0
INV0002283,2026-02-28,ACCT00071,XSWX,BNP Paribas Securities Services,EUR,168249.33,23.2,20.8,19.13,2.67,7.99,73.79,PAID,2026-03-06,0
INV0002284,2026-02-28,ACCT00072,XAMS,Euroclear,EUR,7048.69,0.33,0.58,0.6,0.0,0.24,1.75,PAID,2026-03-13,0
INV0002285,2026-02-28,ACCT00072,XETR,Euroclear,EUR,23635.14,2.14,1.92,1.74,0.0,0.73,6.53,PAID,2026-03-15,0
INV0002286,2026-02-28,ACCT00072,XSWX,Euroclear,EUR,100198.59,18.2,11.76,11.82,0.0,4.72,46.5,PAID,2026-03-21,0
INV0002287,2026-02-28,ACCT00073,XAMS,Clearstream,EUR,27881.66,1.43,2.58,2.44,0.0,0.0,6.45,ISSUED,,0
INV0002288,2026-02-28,ACCT00073,XETR,Clearstream,EUR,57296.64,5.26,4.84,4.07,0.0,0.0,14.17,PAID,2026-03-18,0
INV0002289,2026-02-28,ACCT00073,XSWX,Clearstream,EUR,116953.82,29.18,14.52,14.99,0.0,0.0,58.69,PAID,2026-03-09,0
INV0002290,2026-02-28,ACCT00074,XAMS,Euroclear,EUR,125910.28,6.55,10.35,10.84,0.0,4.24,31.98,ISSUED,,0
INV0002291,2026-02-28,ACCT00074,XETR,Euroclear,EUR,129462.71,11.7,10.53,9.54,0.0,4.01,35.78,PAID,2026-03-22,0
INV0002292,2026-02-28,ACCT00074,XPAR,Euroclear,EUR,96514.11,9.88,8.96,14.57,4.89,4.71,43.01,PAID,2026-03-14,0
INV0002293,2026-02-28,ACCT00074,XSWX,Euroclear,EUR,207230.09,38.59,25.17,25.21,0.0,10.08,99.05,PAID,2026-03-19,0
INV0002294,2026-02-28,ACCT00075,XAMS,SIX SIS,EUR,44955.68,2.21,3.88,3.96,0.0,1.57,11.62,ISSUED,,0
INV0002295,2026-02-28,ACCT00075,XETR,SIX SIS,EUR,47869.82,3.94,3.55,3.22,0.0,1.35,12.06,PAID,2026-03-26,0
INV0002296,2026-02-28,ACCT00075,XNAS,SIX SIS,EUR,335.17,0.08,0.04,0.06,0.0,0.02,0.2,ISSUED,,0
INV0002297,2026-02-28,ACCT00075,XPAR,SIX SIS,EUR,24369.9,2.41,2.18,3.55,1.19,1.15,10.48,ISSUED,,0
INV0002298,2026-02-28,ACCT00075,XSWX,SIX SIS,EUR,83317.66,12.75,10.34,9.68,0.0,4.0,36.77,ISSUED,,0
INV0002299,2026-02-28,ACCT00076,XETR,Euroclear,EUR,109056.19,9.15,8.24,7.47,0.0,3.14,28.0,PAID,2026-03-09,0
INV0002300,2026-02-28,ACCT00076,XPAR,Euroclear,EUR,8460.84,0.86,0.78,1.27,0.43,0.41,3.75,ISSUED,,0
INV0002301,2026-02-28,ACCT00076,XSWX,Euroclear,EUR,466138.97,83.48,57.38,56.49,0.0,22.77,220.12,PAID,2026-03-07,0
INV0002302,2026-02-28,ACCT00077,XAMS,Euroclear,EUR,895897.6,44.45,78.12,79.68,0.0,31.56,233.81,PAID,2026-03-07,0
INV0002303,2026-02-28,ACCT00077,XETR,Euroclear,EUR,551807.34,61.77,40.9,40.22,0.0,16.22,159.11,PAID,2026-03-12,0
INV0002304,2026-02-28,ACCT00077,XNAS,Euroclear,EUR,319253.59,75.35,31.8,54.7,0.0,17.3,179.15,PAID,2026-03-07,0
INV0002305,2026-02-28,ACCT00077,XSWX,Euroclear,EUR,345408.97,53.8,42.14,39.85,0.0,16.4,152.19,PAID,2026-03-05,0
INV0002306,2026-02-28,ACCT00078,XAMS,SIX SIS,EUR,1492292.62,69.63,127.06,129.6,0.0,51.33,377.62,PAID,2026-03-15,0
INV0002307,2026-02-28,ACCT00078,XETR,SIX SIS,EUR,1165622.66,252.27,94.33,115.71,0.0,42.01,504.32,ISSUED,,0
INV0002308,2026-02-28,ACCT00078,XSWX,SIX SIS,EUR,2264997.54,639.33,280.23,331.48,36.03,122.34,1409.41,PAID,2026-03-09,0
INV0002309,2026-02-28,ACCT00079,XETR,SIX SIS,EUR,99658.94,8.37,7.68,6.96,0.0,2.93,25.94,PAID,2026-03-19,0
INV0002310,2026-02-28,ACCT00079,XNAS,SIX SIS,EUR,979.55,0.25,0.11,0.18,0.0,0.06,0.6,PAID,2026-03-15,0
INV0002311,2026-02-28,ACCT00079,XPAR,SIX SIS,EUR,176161.99,17.25,15.94,25.92,0.0,8.37,67.48,PAID,2026-03-08,0
INV0002312,2026-02-28,ACCT00079,XSWX,SIX SIS,EUR,560593.72,71.03,65.47,59.48,0.0,24.99,220.97,PAID,2026-03-06,0
INV0002313,2026-02-28,ACCT00080,XAMS,BNP Paribas Securities Services,EUR,54840.76,2.45,4.46,4.55,0.0,1.8,13.26,PAID,2026-03-11,0
INV0002314,2026-02-28,ACCT00080,XETR,BNP Paribas Securities Services,EUR,262485.16,25.03,19.76,18.69,0.0,7.69,71.17,ISSUED,,0
INV0002315,2026-02-28,ACCT00080,XNAS,BNP Paribas Securities Services,EUR,30919.66,6.89,3.02,5.2,0.0,1.64,16.75,ISSUED,,0
INV0002316,2026-02-28,ACCT00080,XSWX,BNP Paribas Securities Services,EUR,261223.9,54.54,31.07,33.07,3.99,12.83,135.5,PAID,2026-03-27,0
INV0002317,2026-02-28,ACCT00081,XETR,Clearstream,EUR,57359.42,4.76,4.36,3.96,0.0,1.66,14.74,OVERDUE,,1
INV0002318,2026-02-28,ACCT00081,XSWX,Clearstream,EUR,177728.92,22.84,20.18,18.54,0.0,7.74,69.3,PAID,2026-03-26,0
INV0002319,2026-02-28,ACCT00082,XAMS,BNP Paribas Securities Services,EUR,214152.04,10.25,18.01,18.38,0.0,7.28,53.92,PAID,2026-03-06,0
INV0002320,2026-02-28,ACCT00082,XETR,BNP Paribas Securities Services,EUR,435979.7,64.31,35.41,36.9,0.0,14.46,151.08,PAID,2026-03-17,0
INV0002321,2026-02-28,ACCT00082,XPAR,BNP Paribas Securities Services,EUR,126208.07,12.76,11.57,18.81,6.31,6.08,55.53,PAID,2026-03-21,0
INV0002322,2026-02-28,ACCT00082,XSWX,BNP Paribas Securities Services,EUR,527745.0,113.0,60.39,64.91,0.0,25.06,263.36,PAID,2026-03-11,0
INV0002323,2026-02-28,ACCT00083,XAMS,Clearstream,EUR,185676.98,8.57,15.36,15.66,0.0,6.2,45.79,PAID,2026-03-20,0
INV0002324,2026-02-28,ACCT00083,XETR,Clearstream,EUR,506235.66,50.53,38.58,36.64,0.0,15.04,140.79,PAID,2026-03-10,0
INV0002325,2026-02-28,ACCT00083,XNAS,Clearstream,EUR,125338.5,29.32,12.61,21.69,0.0,6.86,70.48,PAID,2026-03-28,0
INV0002326,2026-02-28,ACCT00083,XSWX,Clearstream,EUR,88468.31,23.32,10.03,11.87,0.0,4.38,49.6,PAID,2026-03-06,0
INV0002327,2026-02-28,ACCT00084,XAMS,J.P. Morgan Custody,EUR,201631.5,10.28,18.07,18.43,0.0,7.3,54.08,PAID,2026-03-21,0
INV0002328,2026-02-28,ACCT00084,XETR,J.P. Morgan Custody,EUR,500697.45,42.0,37.8,34.27,0.0,14.41,128.48,PAID,2026-03-10,0
INV0002329,2026-02-28,ACCT00084,XNAS,J.P. Morgan Custody,EUR,246795.89,61.47,25.95,44.63,0.0,14.12,146.17,OVERDUE,,1
INV0002330,2026-02-28,ACCT00084,XSWX,J.P. Morgan Custody,EUR,191727.27,40.23,22.58,23.83,0.0,9.28,95.92,PAID,2026-03-22,0
INV0002331,2026-02-28,ACCT00085,XETR,SIX SIS,EUR,277265.54,22.55,21.07,19.11,0.0,8.04,70.77,PAID,2026-03-11,0
INV0002332,2026-02-28,ACCT00085,XNAS,SIX SIS,EUR,208114.26,50.67,22.21,38.21,0.0,12.08,123.17,PAID,2026-03-27,0
INV0002333,2026-02-28,ACCT00085,XSWX,SIX SIS,EUR,243412.01,68.72,30.12,35.63,3.87,13.15,151.49,PAID,2026-03-11,0
INV0002334,2026-02-28,ACCT00086,XAMS,BNP Paribas Securities Services,EUR,1297744.4,59.96,109.42,111.61,0.0,44.21,325.2,PAID,2026-03-15,0
INV0002335,2026-02-28,ACCT00086,XETR,BNP Paribas Securities Services,EUR,2369391.21,203.56,190.24,172.48,0.0,72.54,638.82,PAID,2026-03-12,0
INV0002336,2026-02-28,ACCT00086,XSWX,BNP Paribas Securities Services,EUR,3259682.97,732.01,400.66,432.87,51.51,166.71,1783.76,PAID,2026-03-25,0
INV0002337,2026-02-28,ACCT00087,XAMS,SIX SIS,EUR,65816.85,2.97,5.42,5.53,0.0,2.19,16.11,ISSUED,,0
INV0002338,2026-02-28,ACCT00087,XETR,SIX SIS,EUR,364651.98,30.61,28.61,25.94,0.0,10.91,96.07,PAID,2026-03-18,0
INV0002339,2026-02-28,ACCT00087,XSWX,SIX SIS,EUR,157337.22,42.85,18.85,22.26,2.42,8.22,94.6,PAID,2026-03-14,0
INV0002340,2026-02-28,ACCT00088,XAMS,SIX SIS,EUR,144304.83,10.94,11.75,13.96,0.0,5.14,41.79,PAID,2026-03-13,0
INV0002341,2026-02-28,ACCT00088,XETR,SIX SIS,EUR,180208.6,26.42,14.3,15.18,0.0,5.9,61.8,ISSUED,,0
INV0002342,2026-02-28,ACCT00088,XSWX,SIX SIS,EUR,169080.59,23.37,20.49,18.96,2.63,7.89,73.34,PAID,2026-03-21,0
INV0002343,2026-02-28,ACCT00089,XAMS,J.P. Morgan Custody,EUR,1107417.93,50.22,93.53,95.4,0.0,37.79,276.94,PAID,2026-03-26,0
INV0002344,2026-02-28,ACCT00089,XETR,J.P. Morgan Custody,EUR,1215327.4,95.31,90.87,82.39,0.0,34.65,303.22,PAID,2026-03-10,0
INV0002345,2026-02-28,ACCT00089,XNAS,J.P. Morgan Custody,EUR,1567113.05,344.04,153.76,264.47,0.0,83.65,845.92,PAID,2026-03-07,0
INV0002346,2026-02-28,ACCT00089,XSWX,J.P. Morgan Custody,EUR,400834.36,102.5,45.82,54.19,0.0,20.0,222.51,PAID,2026-03-28,0
INV0002347,2026-02-28,ACCT00090,XAMS,SIX SIS,EUR,112842.8,5.13,9.35,9.54,0.0,3.78,27.8,PAID,2026-03-18,0
INV0002348,2026-02-28,ACCT00090,XETR,SIX SIS,EUR,236965.51,28.36,18.8,18.69,0.0,7.5,73.35,PAID,2026-03-27,0
INV0002349,2026-02-28,ACCT00090,XNAS,SIX SIS,EUR,5259.56,1.3,0.57,0.98,0.0,0.31,3.16,PAID,2026-03-28,0
INV0002350,2026-02-28,ACCT00090,XSWX,SIX SIS,EUR,229746.55,39.15,27.86,27.45,3.58,11.06,109.1,PAID,2026-03-15,0
INV0002351,2026-02-28,ACCT00091,XAMS,Euroclear,EUR,1254060.16,61.21,111.7,113.94,0.0,45.13,331.98,PAID,2026-03-16,0
INV0002352,2026-02-28,ACCT00091,XNAS,Euroclear,EUR,469753.67,107.34,47.06,80.95,0.0,25.6,260.95,PAID,2026-03-24,0
INV0002353,2026-02-28,ACCT00091,XSWX,Euroclear,EUR,127961.83,34.31,15.04,17.79,1.93,6.57,75.64,PAID,2026-03-07,0
INV0002354,2026-02-28,ACCT00092,XAMS,BNP Paribas Securities Services,EUR,214672.16,10.6,19.34,19.73,0.0,7.81,57.48,PAID,2026-03-28,0
INV0002355,2026-02-28,ACCT00092,XETR,BNP Paribas Securities Services,EUR,481542.64,38.18,35.69,32.36,0.0,13.61,119.84,ISSUED,,0
INV0002356,2026-02-28,ACCT00092,XPAR,BNP Paribas Securities Services,EUR,26548.36,2.73,2.57,4.18,0.0,1.35,10.83,PAID,2026-03-28,0
INV0002357,2026-02-28,ACCT00092,XSWX,BNP Paribas Securities Services,EUR,254707.65,47.3,30.71,31.2,3.95,12.38,125.54,ISSUED,,0
INV0002358,2026-02-28,ACCT00093,XETR,Euroclear,EUR,1311512.52,128.12,106.93,92.37,0.0,0.0,327.42,PAID,2026-03-14,0
INV0002359,2026-02-28,ACCT00093,XNAS,Euroclear,EUR,195080.14,49.53,21.78,34.69,0.0,0.0,106.0,PAID,2026-03-15,0
INV0002360,2026-02-28,ACCT00093,XSWX,Euroclear,EUR,520359.78,61.56,67.69,54.8,0.0,0.0,184.05,PAID,2026-03-28,0
INV0002361,2026-02-28,ACCT00094,XAMS,Euroclear,EUR,248927.95,12.26,22.37,22.82,0.0,9.04,66.49,PAID,2026-03-23,0
INV0002362,2026-02-28,ACCT00094,XNAS,Euroclear,EUR,104638.46,24.75,10.85,18.67,0.0,5.9,60.17,PAID,2026-03-27,0
INV0002363,2026-02-28,ACCT00094,XSWX,Euroclear,EUR,154730.54,41.01,17.98,21.26,2.31,7.85,90.41,PAID,2026-03-19,0
INV0002364,2026-02-28,ACCT00095,XAMS,Euroclear,EUR,269593.4,12.94,22.01,22.63,0.0,8.93,66.51,ISSUED,,0
INV0002365,2026-02-28,ACCT00095,XETR,Euroclear,EUR,59840.7,12.91,4.65,5.7,0.0,2.07,25.33,PAID,2026-03-17,0
INV0002366,2026-02-28,ACCT00095,XSWX,Euroclear,EUR,163918.25,46.86,19.78,23.4,0.0,8.64,98.68,PAID,2026-03-19,0
INV0002367,2026-02-28,ACCT00096,XAMS,BNP Paribas Securities Services,EUR,541838.44,25.76,45.28,46.18,0.0,18.29,135.51,PAID,2026-03-09,0
INV0002368,2026-02-28,ACCT00096,XETR,BNP Paribas Securities Services,EUR,168484.94,34.27,12.34,15.14,0.0,5.5,67.25,PAID,2026-03-17,0
INV0002369,2026-02-28,ACCT00096,XPAR,BNP Paribas Securities Services,EUR,516290.98,54.97,49.85,81.03,27.19,26.18,239.22,PAID,2026-03-05,0
INV0002370,2026-02-28,ACCT00096,XSWX,BNP Paribas Securities Services,EUR,9506288.8,1628.43,1145.24,1119.18,0.0,452.88,4345.73,ISSUED,,0
INV0002371,2026-02-28,ACCT00097,XAMS,BNP Paribas Securities Services,EUR,288296.8,15.24,23.84,25.27,0.0,9.82,74.17,PAID,2026-03-17,0
INV0002372,2026-02-28,ACCT00097,XETR,BNP Paribas Securities Services,EUR,175057.11,35.57,13.3,16.32,0.0,5.92,71.11,OVERDUE,,1
INV0002373,2026-02-28,ACCT00097,XNAS,BNP Paribas Securities Services,EUR,109880.06,26.89,11.79,20.27,0.0,6.41,65.36,PAID,2026-03-17,0
INV0002374,2026-02-28,ACCT00098,XNAS,SIX SIS,EUR,632356.5,157.02,69.05,109.97,0.0,0.0,336.04,PAID,2026-03-18,0
INV0002375,2026-02-28,ACCT00098,XPAR,SIX SIS,EUR,443963.79,49.48,46.73,70.33,0.0,0.0,166.54,PAID,2026-03-26,0
INV0002376,2026-02-28,ACCT00098,XSWX,SIX SIS,EUR,2815132.64,814.96,363.38,395.57,0.0,0.0,1573.91,ISSUED,,0
INV0002377,2026-02-28,ACCT00099,XAMS,SIX SIS,EUR,1220459.93,81.41,103.97,115.45,0.0,43.88,344.71,PAID,2026-03-10,0
INV0002378,2026-02-28,ACCT00099,XETR,SIX SIS,EUR,392128.32,80.34,28.94,35.49,0.0,12.89,157.66,PAID,2026-03-05,0
INV0002379,2026-02-28,ACCT00099,XNAS,SIX SIS,EUR,637294.99,155.52,65.64,112.9,0.0,35.71,369.77,PAID,2026-03-09,0
INV0002380,2026-02-28,ACCT00099,XPAR,SIX SIS,EUR,723729.7,76.95,69.78,113.42,38.06,36.64,334.85,PAID,2026-03-11,0
INV0002381,2026-02-28,ACCT00099,XSWX,SIX SIS,EUR,261073.98,46.79,32.22,31.7,0.0,12.78,123.49,PAID,2026-03-17,0
INV0002382,2026-02-28,ACCT00100,XAMS,Euroclear,EUR,44711.96,2.12,3.67,3.74,0.0,1.48,11.01,PAID,2026-03-22,0
INV0002383,2026-02-28,ACCT00100,XETR,Euroclear,EUR,76647.58,9.38,6.12,6.01,0.0,2.43,23.94,PAID,2026-03-11,0
INV0002384,2026-02-28,ACCT00100,XNAS,Euroclear,EUR,41097.42,10.25,4.25,7.31,0.0,2.31,24.12,PAID,2026-03-28,0
INV0002385,2026-02-28,ACCT00100,XPAR,Euroclear,EUR,5243.37,0.57,0.51,0.83,0.0,0.27,2.18,PAID,2026-03-18,0
INV0002386,2026-02-28,ACCT00100,XSWX,Euroclear,EUR,52429.42,8.17,6.09,5.81,0.0,2.38,22.45,ISSUED,,0
INV0002387,2026-02-28,ACCT00101,XAMS,Euroclear,EUR,174205.81,8.02,14.93,15.23,0.0,6.03,44.21,PAID,2026-03-26,0
